"comid","PET_2021_mm_yr","ET_2021_mm_yr","NPP_2021_kgC_m2_yr"
90060,655.31,655.31,0.538905
664126,162.255559105431,38.6958785942492,0.273038338658147
664436,162.778145025295,41.250779089376,0.313275548060708
664488,165.083683425332,44.2155064896315,0.33563826644786
698676,152.01120182887,70.9673742651861,0.579063161332463
880648,135.066024632175,85.8512045547144,0.643103433626495
880824,480.058888888889,462.325555555556,2.06298888888889
1049671,167.120555909188,99.8128792701039,0.96688058561426
1239639,152.756285714286,41.092,0.541737142857143
1239663,152.040275862069,41.8948275862069,0.35898275862069
1306285,164.244507042254,58.9091549295775,0.510222535211267
1314635,141.72006514658,52.6447394136808,0.37682003257329
1332186,127.851971830986,51.8981690140845,0.326805633802817
1332190,131.754347826087,51.7178260869565,0.299130434782609
1332198,133.449047619048,52.8314285714286,0.443
1332224,132.388681318681,50.1909890109891,0.360477472527472
1332234,139.829189189189,51.2444864864865,0.455828108108108
1332754,128.811262376238,52.6058910891089,0.34944702970297
1333022,135.974831824062,48.2914100905564,0.382958926261319
1333418,134.403385849327,50.9342566599829,0.42556539673446
1333490,144.60611057226,49.520614290333,0.413591044293567
1439297,255.206044689499,202.908195008707,1.18900522344745
1566256,155.015718132855,93.9779174147217,0.722508527827648
1748723,105.20226635514,68.0551168224299,0.862464485981309
1814999,106.960288724152,66.0133866562622,0.717613460788137
1889750,180.385931897328,48.1084947762156,0.566735586224691
2161766,164.945130597015,94.6851072761191,0.872328684701494
2161826,206.49693050193,146.442471042471,1.12627961352657
2232693,169.621787547449,101.833547221115,0.935359158873209
2252949,143.195528113384,42.7628291554643,0.316113464945204
2297254,183.671582551377,115.319021312562,0.928156037571744
2298964,183.151830613599,115.181262915933,0.928646886628742
2649684,119.416962189102,78.7154202808233,0.701528820301429
2663987,149.615185185185,82.8503703703704,1.35842962962963
2665551,148.5855,88.2985,1.465775
2820034,202.635828356549,48.1369576536869,0.463131055205108
2821830,195.079993078519,55.7045866338539,0.55321743443821
2889384,149.914137931035,40.2024137931035,0.529413793103448
2889452,148.53296875,43.14953125,0.52894375
2900705,149.400487804879,38.4236821400472,0.340857230527143
3232569,165.086158517436,41.3988628415866,0.383743282378815
3252173,156.908038601326,41.6856464886994,0.394894180557293
3252637,145.274315703157,46.4638294382943,0.427013128331283
3252665,145.602510344827,46.4402117647058,0.426077484787019
3252693,152.949902935328,40.0189786769578,0.395144926519315
3424530,170.809177909238,99.5707446340642,0.85528697251093
3473077,118.426586956522,77.7149130434783,0.636144130434782
3649284,140.398240740741,58.2066666666667,0.488787962962963
3730389,154.306596489406,50.6370814289243,0.409886254292569
3886082,161.599103760297,106.256636936321,0.763977641150003
3953581,184.574455357144,52.0367448979597,0.522876760204084
4366016,140.54949510067,65.0728612520761,0.47481618334891
4570659,93.7284651162791,59.9166821705426,0.799841085271318
4570675,93.7141358024691,58.8928600823045,0.814601028806584
4572307,105.370773381295,74.3926798561151,0.822985251798562
4572347,94.550612244898,63.1408163265306,0.799087755102041
4572379,105.029401186149,72.4321809833556,0.817786722785533
4577456,101.328076923077,64.0752472527472,0.862654395604396
4650944,119.269534883721,75.3120930232558,0.709311627906977
4682628,117.98325862069,70.0309482758621,0.867181724137931
4711518,124.773754716981,75.3501886792454,0.86173
4784831,197.953011693316,157.173269737986,1.10570176286986
5336835,133.957604669888,44.5829468599034,0.352583494363929
5555562,187.197440899302,47.760884363059,0.438811437410105
5771725,176.30768238145,45.6324360211986,0.533160627671937
5781917,190.89270561935,41.3251832046337,0.415297629199658
5781919,190.836019617644,41.2451012454834,0.414921350615194
5844986,136.879107142857,97.9111011904762,0.920953273809524
5848094,107.684338624339,65.3283862433862,0.75200582010582
5848106,115.193816425121,73.9085024154589,0.797787761674717
5860599,112.047272727273,75.3163636363637,0.975345454545454
5862611,299.465517241379,268.654482758621,1.62824137931035
6084503,99.762313270486,64.038560551124,0.846223724921445
6109169,110.817647058824,68.1323529411765,1.00286470588235
6109235,111.561315789474,68.0013157894737,0.991505263157895
6109247,113.130425531915,71.6055319148936,0.900257446808511
6109457,112.980034129693,70.2475085324232,0.949016723549487
6109643,126.21706581554,84.0966960158483,0.965402663438257
6109717,153.772292626731,113.728120679725,1.08203195564518
6111419,125.15990281827,83.3643537414967,0.984663070942664
6177260,242.286857142857,208.3948,1.49635285714286
6186124,107.946126914661,68.1068781911014,0.898481181619256
6333706,655.299999999999,655.299999999999,3.2762
6667827,142.010920942604,84.0703015330018,0.520310289234184
6667885,141.286503083245,83.4112384378191,0.517288665689886
6883680,323.565890410959,272.081780821918,1.62735616438356
6884184,143.53129032258,79.022099418297,0.785473532522474
6908699,143.344294572625,77.3041295821545,0.862719890882794
7690025,108.072647058824,65.0975,0.777764705882353
7700898,120.403739777986,83.2895077949724,0.87948094210298
7843181,153.7744945607,87.6624229281862,0.709873520800954
7972667,181.89453673276,47.2805476038435,0.410478162817139
8272693,171.711585356149,58.924330282531,0.856451532033425
8380297,133.299158878505,87.964953271028,0.816208411214953
8444872,130.134406779661,71.106779661017,0.701028813559322
8508050,146.382055822329,90.3644591836739,0.626970476647854
8611825,144.39,75.8420720720721,0.484201801801802
8785913,305.010996884734,249.513099688473,1.52794906542056
8922013,336.640486486487,243.981243243243,1.4088572972973
8932036,280.721033822053,166.49618627125,0.988618910363173
9071892,163.524612839502,104.045112592594,0.967313845089221
9071958,157.198691997696,97.5084156591831,0.930624392070994
9090922,159.982410550135,90.136714750389,0.822227369911503
9175254,162.496641496307,96.6938682740576,0.807780542539347
