"comid","year","PET","ET","NPP"
2298964,2023,186.83952331543,116.378257751465,0.931581318378448
2649684,2022,112.453422546387,78.5491638183594,0.735793113708496
2649684,2023,109.669784545898,78.970344543457,0.729569315910339
2663987,2022,144.923233032227,81.5982208251953,1.32256662845612
2663987,2023,138.8974609375,75.5897750854492,1.2723548412323
2665551,2022,145.605224609375,89.87890625,1.43581283092499
2665551,2023,139.317825317383,79.8029022216797,1.29848849773407
2820034,2022,203.766403198242,48.378849029541,0.489311575889587
2820034,2023,185.038009643555,56.6337623596191,0.564792633056641
2821830,2022,195.076568603516,57.5882873535156,0.593687415122986
2821830,2023,174.914306640625,64.3816986083984,0.649221658706665
2889384,2022,147.439361572266,37.3708190917969,0.482854127883911
2889384,2023,145.344512939453,41.0110664367676,0.53809916973114
2889452,2022,145.128662109375,39.0430488586426,0.490995645523071
2889452,2023,142.306594848633,42.1225090026855,0.549332201480865
2900705,2022,147.018493652344,36.3256340026855,0.317730009555817
2900705,2023,140.786361694336,40.7862014770508,0.396695494651794
3232569,2022,157.602005004883,43.5625381469727,0.373929113149643
3232569,2023,155.995498657227,44.3997535705566,0.390935659408569
3252173,2022,150.677093505859,43.999267578125,0.376051753759384
3252173,2023,149.000335693359,44.0487785339355,0.392324060201645
3252637,2022,139.107070922852,47.7531585693359,0.398278951644897
3252637,2023,138.798004150391,47.3737106323242,0.411735266447067
3252665,2022,139.399765014648,47.7227592468262,0.397391498088837
3252665,2023,139.062316894531,47.3451652526855,0.410998463630676
3252693,2022,147.172027587891,41.6128005981445,0.371610373258591
3252693,2023,145.907669067383,41.881175994873,0.387001723051071
3424530,2022,175.792068481445,92.4162292480469,0.756189584732056
3424530,2023,174.318740844727,100.667900085449,0.87337064743042
3473077,2022,117.644989013672,81.2835235595703,0.700271666049957
3473077,2023,115.468437194824,74.0019226074219,0.674427509307861
3649284,2022,148.604721069336,59.0861511230469,0.438153237104416
3649284,2023,148.438278198242,49.7813453674316,0.365303635597229
3730389,2022,163.494323730469,42.8839416503906,0.322793275117874
3730389,2023,154.892639160156,48.6354942321777,0.381457716226578
3886082,2022,164.027160644531,107.935638427734,0.80432116985321
3886082,2023,167.001129150391,106.661552429199,0.791235148906708
3953581,2022,185.843811035156,54.5292205810547,0.57049959897995
3953581,2023,166.211807250977,61.6019096374512,0.636243283748627
4366016,2022,136.25309753418,67.5345764160156,0.473489880561829
4366016,2023,126.846183776855,69.334114074707,0.504766523838043
4570659,2022,99.3374938964844,60.2162055969238,0.853119432926178
4570659,2023,90.6365432739258,58.0758934020996,0.768187046051025
4570675,2022,99.6609802246094,59.7198143005371,0.868283987045288
4570675,2023,90.8125,57.6634368896484,0.783421993255615
4572307,2022,110.859115600586,74.2861175537109,0.871880710124969
4572307,2023,102.222709655762,72.5386734008789,0.782300710678101
4572347,2022,100.055030822754,63.2826766967773,0.858353853225708
4572347,2023,91.2113189697266,61.4280815124512,0.76847779750824
4572379,2022,110.705070495605,72.9074783325195,0.871094644069672
4572379,2023,102.118423461914,70.978401184082,0.787440001964569
4577456,2022,106.597930908203,63.7869987487793,0.904083728790283
4577456,2023,97.3293228149414,61.606014251709,0.853356719017029
4650944,2022,123.408950805664,74.8269348144531,0.770494222640991
4650944,2023,119.440147399902,68.3908996582031,0.797135174274445
4682628,2022,119.654220581055,69.7344284057617,0.88740473985672
4682628,2023,121.643051147461,68.3305587768555,0.925891399383545
4711518,2022,125.176582336426,72.9780197143555,0.866559147834778
4711518,2023,126.245124816895,70.5713958740234,0.916532039642334
4784831,2022,201.890167236328,155.900573730469,1.1469304561615
4784831,2023,200.244873046875,154.515243530273,1.18669450283051
5336835,2022,131.97639465332,45.5336112976074,0.345637232065201
5336835,2023,120.401031494141,47.5655822753906,0.430218786001205
5555562,2022,203.938919067383,32.191089630127,0.256611704826355
5555562,2023,198.068222045898,38.3054008483887,0.330331861972809
5771725,2022,195.4130859375,30.2178630828857,0.352190852165222
5771725,2023,190.744995117188,31.7626075744629,0.366381853818893
5781917,2022,208.257186889648,27.1985015869141,0.254736959934235
5781917,2023,205.255447387695,29.8168106079102,0.282442957162857
5781919,2022,208.201324462891,27.1149654388428,0.254329144954681
5781919,2023,205.198959350586,29.7333145141602,0.282036513090134
5844986,2022,141.199096679688,98.601188659668,0.916099429130554
5844986,2023,132.017349243164,96.1554107666016,0.93826687335968
5848094,2022,113.888107299805,68.2151947021484,0.728110194206238
5848094,2023,104.242691040039,65.0814819335938,0.766199946403503
5848106,2022,120.521492004395,74.9991073608398,0.767776131629944
5848106,2023,111.116760253906,72.6424331665039,0.807614028453827
5860599,2022,115.57405090332,71.7169418334961,0.95006936788559
5860599,2023,108.136474609375,71.6081390380859,1.01834070682526
5862611,2022,321.332702636719,286.445526123047,1.65898501873016
5862611,2023,316.005889892578,287.041412353516,1.72648358345032
6084503,2022,105.184097290039,64.2644348144531,0.883104979991913
6084503,2023,96.0838623046875,62.2689590454102,0.812627077102661
6109169,2022,114.997589111328,67.5301666259766,0.968692898750305
6109169,2023,108.437492370605,66.5165405273438,1.03675413131714
6109235,2022,115.505661010742,66.3912506103516,0.962774753570557
6109235,2023,109.229919433594,66.6888046264648,1.02463793754578
6109247,2022,116.867233276367,70.9778900146484,0.891207933425903
6109247,2023,110.644905090332,69.7138137817383,0.944738864898682
6109457,2022,117.30265045166,70.7870025634766,0.930940926074982
6109457,2023,110.796585083008,69.2395935058594,0.984810948371887
6109643,2022,130.702850341797,83.6713485717773,0.940407633781433
6109643,2023,123.691703796387,81.8053207397461,0.988208174705505
6109717,2022,157.629455566406,113.089424133301,1.05925130844116
6109717,2023,151.210144042969,111.519332885742,1.1064156293869
6111419,2022,128.921417236328,81.711669921875,0.951603174209595
6111419,2023,122.000854492188,79.8965835571289,0.998200953006744
6177260,2022,245.189666748047,207.650680541992,1.49415445327759
6177260,2023,241.122329711914,207.084167480469,1.55251812934875
6186124,2022,113.337539672852,68.7555923461914,0.887589514255524
6186124,2023,104.963356018066,66.2776794433594,0.911148488521576
6333706,2022,655.299987792969,655.299987792969,3.27620005607605
6333706,2023,655.299987792969,655.299987792969,3.27620005607605
6667827,2022,132.845474243164,84.7735900878906,0.577775895595551
6667827,2023,129.04475402832,82.3987884521484,0.558261215686798
6667885,2022,132.164321899414,84.0923309326172,0.574614882469177
6667885,2023,128.354278564453,81.733268737793,0.555180728435516
6883680,2022,319.212829589844,268.961059570312,1.62721908092499
6883680,2023,322.872222900391,268.861755371094,1.67306137084961
6884184,2022,140.331451416016,75.6048736572266,0.813023924827576
6884184,2023,145.064987182617,77.2985534667969,0.912676274776459
6908699,2022,141.478790283203,75.6803436279297,0.89962500333786
6908699,2023,146.166854858398,76.6211853027344,1.00528132915497
7690025,2022,113.795104980469,66.4710006713867,0.73776513338089
7690025,2023,105.643310546875,64.6886596679688,0.787439286708832
7700898,2022,125.943161010742,84.2006530761719,0.900465905666351
7700898,2023,117.30785369873,81.9776000976562,0.864743232727051
7843181,2022,161.14111328125,65.8960800170898,0.598178684711456
7843181,2023,160.727478027344,74.5520324707031,0.691412091255188
7972667,2022,183.474685668945,49.7812194824219,0.4571173787117
7972667,2023,165.921157836914,56.8782119750977,0.548150181770325
8272693,2022,170.849243164062,60.5425872802734,0.949343383312225
8272693,2023,160.792861938477,65.2080154418945,0.969662487506866
8380297,2022,135.269592285156,86.1575698852539,0.818135380744934
8380297,2023,134.000152587891,86.3709945678711,0.909868240356445
8444872,2022,127.383598327637,70.950325012207,0.697413980960846
8444872,2023,131.899963378906,62.5613021850586,0.708167374134064
8508050,2022,147.263275146484,86.7457885742188,0.609947741031647
8508050,2023,145.626907348633,85.3344268798828,0.724172472953796
8611825,2022,143.565292358398,75.0024490356445,0.521929860115051
8611825,2023,143.147888183594,74.2749481201172,0.637616157531738
8785913,2022,306.517913818359,243.078903198242,1.43603777885437
8785913,2023,305.559539794922,243.20637512207,1.51155972480774
8922013,2022,330.154632568359,240.603515625,1.43079793453217
8922013,2023,316.609558105469,245.120559692383,1.48180079460144
8932036,2022,280.335662841797,168.300765991211,1.00380682945251
8932036,2023,263.596282958984,173.367721557617,1.06789374351501
9071892,2022,163.380126953125,99.2320022583008,0.880662202835083
9071892,2023,166.940078735352,104.51171875,1.02596843242645
9071958,2022,157.098495483398,92.5691528320312,0.841147899627686
9071958,2023,160.504333496094,97.9981002807617,0.988972187042236
9090922,2022,160.81591796875,86.3969879150391,0.735343992710114
9090922,2023,164.832458496094,92.0121383666992,0.888751685619354
9175254,2022,161.744079589844,92.2546157836914,0.751879513263702
9175254,2023,165.343276977539,96.18505859375,0.9010009765625
9643259,2022,151.258666992188,97.9515991210938,0.777046263217926
9643259,2023,157.487548828125,102.836647033691,0.875583410263062
9680956,2022,364.036895751953,310.992919921875,1.77980542182922
9680956,2023,366.477691650391,314.6533203125,1.87253057956696
9693728,2022,156.113677978516,79.5535583496094,0.570115447044373
9693728,2023,159.989028930664,85.0213012695312,0.723282277584076
10247687,2022,181.712814331055,86.9198684692383,0.776025235652924
10247687,2023,181.435501098633,85.3375701904297,0.78156191110611
10389524,2022,285.136535644531,186.996780395508,1.02255356311798
10389524,2023,273.499938964844,189.965042114258,1.07328546047211
10664258,2022,187.736251831055,41.7470283508301,0.379969239234924
10664258,2023,184.071136474609,49.8693466186523,0.419176995754242
11323962,2022,224.434127807617,43.7717514038086,0.218186542391777
11323962,2023,206.827392578125,49.1515045166016,0.238608166575432
11574664,2022,154.627990722656,77.8678131103516,0.669483721256256
11574664,2023,153.268783569336,81.461051940918,0.796684324741364
11689186,2022,577.984619140625,568.616088867188,2.90057849884033
11689186,2023,577.863952636719,568.398376464844,2.9140772819519
11722717,2022,170.587448120117,26.0688438415527,0.223326340317726
11722717,2023,161.763549804688,35.0792655944824,0.327342063188553
12058092,2022,141.895172119141,82.853271484375,1.01748096942902
12058092,2023,136.234573364258,85.3566741943359,1.09510636329651
12890609,2022,154.609634399414,31.6083335876465,0.216270297765732
12890609,2023,135.814926147461,36.3391075134277,0.262115776538849
13204443,2022,123.463836669922,84.3685455322266,0.730983912944794
13204443,2023,121.888870239258,81.1012420654297,0.717017292976379
13294176,2022,105.036499023438,64.6664352416992,0.636621356010437
13294176,2023,108.739151000977,58.2205238342285,0.596917510032654
13571661,2022,117.64916229248,71.6156692504883,0.502211332321167
13571661,2023,127.39444732666,66.8584136962891,0.5127112865448
13633173,2022,110.584854125977,67.5683746337891,0.637569189071655
13633173,2023,115.45036315918,68.3192138671875,0.58293491601944
14347322,2022,180.998748779297,102.715576171875,0.798558115959167
14347322,2023,181.765975952148,108.683609008789,0.906613111495972
14353056,2022,181.710052490234,103.924942016602,0.803198456764221
14353056,2023,182.524185180664,109.858871459961,0.911298155784607
15096243,2022,163.765869140625,89.0633087158203,0.69879937171936
15096243,2023,166.11735534668,86.7917709350586,0.673177659511566
15140491,2022,160.058822631836,81.0399169921875,0.674458920955658
15140491,2023,162.805755615234,79.3903884887695,0.676556587219238
15612718,2022,120.454483032227,68.5108489990234,0.597045421600342
15612718,2023,124.092620849609,67.5049667358398,0.599926710128784
15890430,2022,249.391250610352,57.2811317443848,0.406325787305832
15890430,2023,267.303527832031,50.5682907104492,0.32173416018486
15903137,2022,249.91911315918,59.2867851257324,0.418665528297424
15903137,2023,267.944458007812,52.4443244934082,0.332664728164673
17416738,2022,137.822998046875,53.8007774353027,0.433482766151428
17416738,2023,133.974807739258,61.5099983215332,0.438130497932434
17461568,2022,150.031784057617,32.9079856872559,0.234971255064011
17461568,2023,137.567901611328,38.0636253356934,0.318468809127808
17808622,2022,181.163543701172,35.9126930236816,0.35564324259758
17808622,2023,184.24284362793,36.2823486328125,0.348678141832352
17819084,2022,179.376495361328,34.0039672851562,0.347543150186539
17819084,2023,182.45133972168,34.382568359375,0.340618073940277
17827558,2022,179.443084716797,31.8523750305176,0.389205068349838
17827558,2023,184.288650512695,31.477502822876,0.341420412063599
18208464,2022,161.9794921875,91.6438598632812,0.54524290561676
18208464,2023,157.972473144531,94.3881683349609,0.504900097846985
18208882,2022,156.951721191406,89.1780471801758,0.640250861644745
18208882,2023,154.058135986328,91.6005783081055,0.628317892551422
18211220,2022,176.437210083008,102.129364013672,0.74918270111084
18211220,2023,174.548812866211,108.168884277344,0.776899933815002
18548456,2022,170.421630859375,93.3954086303711,0.644429445266724
18548456,2023,168.578628540039,99.7440948486328,0.669425368309021
18566327,2022,244.080673217773,177.428024291992,1.17735242843628
18566327,2023,241.286987304688,176.923217773438,1.21806192398071
18841314,2022,150.97998046875,70.3933258056641,0.373232394456863
18841314,2023,148.471099853516,60.7421112060547,0.327774882316589
18841358,2022,151.756469726562,70.9417572021484,0.362160861492157
18841358,2023,148.35905456543,62.0603713989258,0.32514151930809
19088319,2022,148.81982421875,63.9665489196777,0.504235684871674
19088319,2023,145.505035400391,66.0513534545898,0.546445488929749
19710385,2022,147.913543701172,77.9524307250977,0.842965066432953
19710385,2023,144.996124267578,77.072868347168,0.968820214271545
20440650,2022,220.727920532227,23.808126449585,0.323363721370697
20440650,2023,233.68359375,23.1904106140137,0.296529412269592
20815146,2022,186.67008972168,30.7760848999023,0.433117806911469
20815146,2023,190.668640136719,31.9222164154053,0.409612596035004
22048111,2022,200.007522583008,33.307315826416,0.425825357437134
22048111,2023,178.254669189453,43.7987213134766,0.513837933540344
22050323,2022,191.879592895508,35.5228118896484,0.565690577030182
22050323,2023,166.974975585938,45.5373687744141,0.556813955307007
22125024,2022,148.164886474609,75.7022933959961,0.820009231567383
22125024,2023,143.980102539062,75.9667053222656,0.975076615810394
22125640,2022,222.861206054688,161.953979492188,1.17312037944794
22125640,2023,220.448379516602,161.173980712891,1.2743753194809
22144520,2022,152.117935180664,69.6973648071289,0.703733861446381
22144520,2023,151.698486328125,72.3526229858398,0.807258725166321
22160728,2022,156.459457397461,85.5467910766602,0.902753412723541
22160728,2023,160.566940307617,84.1512680053711,1.03991806507111
22290155,2022,110.931777954102,66.492057800293,0.938191473484039
22290155,2023,102.409675598145,64.8897171020508,0.938351690769196
22290173,2022,123.923919677734,80.7326507568359,0.963576555252075
22290173,2023,115.056991577148,78.0149993896484,0.947447776794434
22337975,2022,356.699157714844,321.917297363281,1.81258070468903
22337975,2023,356.448364257812,320.642547607422,1.85689306259155
22339187,2022,153.509658813477,99.174934387207,0.852091014385223
22339187,2023,153.843109130859,97.7246551513672,0.908090591430664
22559686,2022,239.464096069336,25.152645111084,0.231560081243515
22559686,2023,212.73112487793,33.2588920593262,0.275931984186172
22563070,2022,480.045227050781,407.499389648438,2.1480987071991
22563070,2023,471.537414550781,411.339996337891,2.18612027168274
22848175,2022,181.410507202148,47.0484886169434,0.347303837537766
22848175,2023,176.312698364258,53.2767677307129,0.413429766893387
23027050,2022,104.497268676758,54.6399536132812,0.430780857801437
23027050,2023,108.326789855957,54.6317138671875,0.48481348156929
23099678,2022,132.307144165039,55.4696083068848,0.510940909385681
23099678,2023,129.983032226562,56.2307548522949,0.54289048910141
23099694,2022,132.009963989258,58.0637626647949,0.53550261259079
23099694,2023,129.417739868164,58.791877746582,0.57425993680954
23099844,2022,131.040863037109,58.9255409240723,0.541632294654846
23099844,2023,128.429046630859,59.401912689209,0.585739970207214
23099862,2022,125.760902404785,54.8477096557617,0.529341340065002
23099862,2023,123.070159912109,55.2540473937988,0.577234029769897
23099884,2022,135.388595581055,58.6418762207031,0.557566702365875
23099884,2023,132.098541259766,59.4046630859375,0.593273341655731
23100020,2022,119.808372497559,37.5310935974121,0.441218048334122
23100020,2023,116.832511901855,38.8788146972656,0.46126314997673
23100162,2022,114.971229553223,41.402889251709,0.525588095188141
23100162,2023,111.808670043945,42.1611595153809,0.570042610168457
23100180,2022,113.610740661621,43.3754234313965,0.558035016059875
23100180,2023,110.253578186035,43.9910736083984,0.610863387584686
23100200,2022,112.865646362305,40.0776977539062,0.554235756397247
23100200,2023,108.913993835449,40.6680717468262,0.604277968406677
23100242,2022,124.386039733887,32.0739784240723,0.334629029035568
23100242,2023,122.86205291748,32.7411117553711,0.330749332904816
23100328,2022,121.567474365234,34.4237365722656,0.376163125038147
23100328,2023,119.863342285156,34.9207992553711,0.378265410661697
23100338,2022,120.022789001465,35.6508445739746,0.405447453260422
23100338,2023,118.17845916748,36.4882011413574,0.409638732671738
23100398,2022,119.653717041016,37.5884780883789,0.458571195602417
23100398,2023,117.585411071777,37.8435440063477,0.464011818170547
23100404,2022,118.437965393066,39.00537109375,0.488175302743912
23100404,2023,116.299255371094,39.4364624023438,0.495761871337891
23100408,2022,120.20890045166,34.6047058105469,0.405790746212006
23100408,2023,118.520072937012,34.9322319030762,0.393916219472885
23100428,2022,117.395668029785,42.0240325927734,0.533649206161499
23100428,2023,115.101234436035,42.6881828308105,0.553284287452698
23100434,2022,116.699806213379,45.7802619934082,0.557408154010773
23100434,2023,114.711051940918,46.8919219970703,0.590262234210968
23100608,2022,121.004447937012,36.5383224487305,0.491099148988724
23100608,2023,118.651405334473,36.4695625305176,0.490437150001526
23103496,2022,118.066223144531,36.8027076721191,0.489847540855408
23103496,2023,113.757629394531,37.7945976257324,0.519736289978027
23105314,2022,119.229286193848,37.299560546875,0.479704201221466
23105314,2023,116.681732177734,37.4988441467285,0.48334813117981
23302298,2022,158.471725463867,36.4242095947266,0.281550109386444
23302298,2023,146.972076416016,38.926830291748,0.331596791744232
23382303,2022,139.298858642578,45.5130043029785,0.370696872472763
23382303,2023,132.530502319336,48.2555618286133,0.480224549770355
23398865,2022,144.321166992188,43.5230560302734,0.338463723659515
23398865,2023,134.731597900391,44.8085441589355,0.409424126148224
23459937,2022,147.056335449219,80.1511001586914,0.567843198776245
23459937,2023,152.410827636719,76.3886413574219,0.562988817691803
23459939,2022,147.059799194336,79.4262847900391,0.565609633922577
23459939,2023,152.313522338867,75.9317169189453,0.56195342540741
23700305,2022,142.087265014648,65.8929824829102,0.54308146238327
23700305,2023,137.859191894531,63.9921226501465,0.598453760147095
23700413,2022,143.658050537109,55.7100105285645,0.625418841838837
23700413,2023,136.75715637207,56.2051582336426,0.695076942443848
23700493,2022,160.756301879883,90.4845199584961,0.819254040718079
23700493,2023,157.043197631836,90.2490768432617,0.894598066806793
23700569,2022,124.650405883789,46.8004150390625,0.668100535869598
23700569,2023,119.500511169434,47.498348236084,0.74627959728241
23700583,2022,129.821578979492,55.9390602111816,0.6302849650383
23700583,2023,126.678123474121,55.3850212097168,0.720558881759644
23700639,2022,120.373001098633,48.8188934326172,0.664784669876099
23700639,2023,117.714408874512,48.7536277770996,0.753207325935364
23706200,2022,136.209182739258,43.8949775695801,0.56648188829422
23706200,2023,127.917053222656,44.5043029785156,0.63550478219986
23713956,2022,140.402267456055,30.7211933135986,0.242460533976555
23713956,2023,130.478576660156,32.4581031799316,0.289748430252075
23718705,2022,137.198608398438,40.1866149902344,0.392714083194733
23718705,2023,131.938171386719,41.0914649963379,0.431870549917221
23719673,2022,141.35237121582,41.8353614807129,0.398133248090744
23719673,2023,134.504638671875,43.0160827636719,0.448420464992523
23732545,2022,130.340545654297,30.1747913360596,0.298936009407043
23732545,2023,129.090637207031,31.1610298156738,0.309567153453827
23737123,2022,302.112731933594,266.958068847656,1.61226201057434
23737123,2023,302.225067138672,264.797698974609,1.61232316493988
23751778,2022,125.252601623535,68.6812438964844,0.806546211242676
23751778,2023,124.31901550293,64.5446243286133,0.831539213657379
23759228,2022,116.496231079102,67.4480285644531,0.897406399250031
23759228,2023,117.627227783203,64.5862197875977,0.889896929264069
23762877,2022,126.268394470215,74.3160171508789,0.850891768932343
23762877,2023,126.979446411133,71.0861892700195,0.869592726230621
23762881,2022,108.777976989746,67.0084075927734,0.95210212469101
23762881,2023,112.921119689941,66.2047271728516,0.975168645381927
23763009,2022,128.452865600586,75.5769195556641,0.847568392753601
23763009,2023,128.806915283203,72.1977005004883,0.867366135120392
23763337,2022,127.137260437012,72.7856292724609,0.825643479824066
23763337,2023,127.039710998535,69.3166046142578,0.850215017795563
23772789,2022,127.700126647949,69.6217041015625,0.738770067691803
23772789,2023,127.183929443359,66.1593246459961,0.789731681346893
23772801,2022,127.85945892334,69.6864013671875,0.737578332424164
23772801,2023,127.325828552246,66.2150650024414,0.789012253284454
23772889,2022,116.052459716797,47.1695098876953,0.618729770183563
23772889,2023,115.977615356445,43.4101448059082,0.612419962882996
23772909,2022,130.467910766602,72.9080123901367,0.742402911186218
23772909,2023,129.775756835938,69.3714828491211,0.801891922950745
23773405,2022,115.402374267578,63.1116218566895,0.733344674110413
23773405,2023,116.692184448242,56.439281463623,0.758058488368988
23773411,2022,114.121109008789,62.5201835632324,0.74361377954483
23773411,2023,115.906448364258,53.6633796691895,0.751318156719208
23773423,2022,113.30542755127,61.9134330749512,0.729786396026611
23773423,2023,114.908477783203,51.8306427001953,0.7477907538414
23773429,2022,112.604064941406,63.6158905029297,0.721622049808502
23773429,2023,113.759910583496,57.2713737487793,0.754499912261963
23773463,2022,117.618324279785,45.2808456420898,0.510067403316498
23773463,2023,117.435791015625,41.2356834411621,0.557358801364899
23773469,2022,112.535697937012,46.4730682373047,0.643312811851501
23773469,2023,112.575828552246,42.0561103820801,0.639088869094849
23773487,2022,108.211265563965,61.1135940551758,0.858033120632172
23773487,2023,110.474060058594,60.1695747375488,0.884002327919006
23774155,2022,110.956901550293,48.8381385803223,0.772021055221558
23774155,2023,110.835426330566,48.4220809936523,0.793580889701843
23774225,2022,115.563117980957,48.4778671264648,0.652837216854095
23774225,2023,115.19921875,45.6828575134277,0.70884382724762
23774923,2022,117.081489562988,46.282054901123,0.583067417144775
23774923,2023,116.968391418457,43.3154640197754,0.638883173465729
23815040,2022,126.635551452637,76.9114227294922,0.843769907951355
23815040,2023,128.060485839844,74.3677368164062,0.866024076938629
23871899,2022,94.8084106445312,59.8762626647949,0.912954688072205
23871899,2023,100.131729125977,61.7456359863281,0.998962938785553
23955772,2022,110.141311645508,73.0311584472656,0.687946498394012
23955772,2023,112.492736816406,73.4849014282227,0.761920750141144
24125037,2022,126.720527648926,53.3424224853516,0.497294932603836
24125037,2023,124.449653625488,53.9103851318359,0.533200025558472
24125115,2022,120.64183807373,51.5171089172363,0.505143702030182
24125115,2023,118.51318359375,51.9874000549316,0.548249185085297
24125193,2022,118.711524963379,54.8309135437012,0.544961094856262
24125193,2023,116.700317382812,55.1907691955566,0.596127152442932
24125421,2022,114.071151733398,57.7045097351074,0.582019031047821
24125421,2023,112.325004577637,57.7339782714844,0.643479526042938
24125567,2022,111.323402404785,65.5974884033203,0.616549849510193
24125567,2023,110.454689025879,65.2911987304688,0.684384644031525
24125633,2022,106.705917358398,46.9123001098633,0.500929713249207
24125633,2023,105.320243835449,46.6119499206543,0.578374862670898
24125699,2022,99.2521057128906,46.0958824157715,0.481349408626556
24125699,2023,97.7481079101562,45.1482467651367,0.542323589324951
24125729,2022,96.931282043457,47.5086212158203,0.53359842300415
24125729,2023,95.4382858276367,47.0252227783203,0.58941251039505
24125789,2022,112.878929138184,73.5635528564453,0.651643753051758
24125789,2023,112.411735534668,73.2102890014648,0.72095912694931
24125811,2022,107.967361450195,68.7366027832031,0.5708247423172
24125811,2023,107.545310974121,68.9100875854492,0.635212123394012
24125859,2022,91.2190170288086,51.4309005737305,0.461222857236862
24125859,2023,90.8912200927734,51.978687286377,0.529800832271576
24125873,2022,91.4752197265625,50.1661643981934,0.438328772783279
24125873,2023,91.0184326171875,50.8916397094727,0.510093092918396
24125883,2022,92.8076324462891,48.8315277099609,0.41834881901741
24125883,2023,92.2256240844727,49.3378105163574,0.493442445993423
24125945,2022,90.1417617797852,51.5068244934082,0.440406799316406
24125945,2023,89.7645263671875,52.5220909118652,0.508242011070251
24125999,2022,91.5094604492188,56.1684799194336,0.499680995941162
24125999,2023,91.4158706665039,56.5092658996582,0.560704112052917
24126011,2022,92.1964263916016,57.224292755127,0.49006924033165
24126011,2023,92.0355834960938,57.6909141540527,0.550558626651764
24126041,2022,87.2844696044922,51.4123649597168,0.540186047554016
24126041,2023,88.2856063842773,50.986400604248,0.605073869228363
