"comid","PET_mean","NPP_mean"
90060,655.309997558594,0.515991458333333
664126,160.243177365242,0.299523569739953
664436,160.833241492136,0.353352582431412
664488,163.312865778551,0.382565177557609
698676,162.667953120229,0.464754148247979
880648,135.835326794173,0.649172161236481
880824,397.719116347177,1.70605357142857
1049671,172.597785916822,0.782225827762139
1239639,154.195600009494,0.499728222222222
1239663,152.332574617102,0.331043590425532
1306285,175.373411275649,0.369602559171598
1314635,143.009921779033,0.347383188679245
1332186,122.856593532353,0.280800659340659
1332190,127.226120731748,0.244924655172414
1332198,130.432937586308,0.37820484375
1332224,128.915155676738,0.324006961620469
1332234,136.769518816321,0.427654916317992
1332754,124.629300809229,0.309864883945841
1333022,134.110929921968,0.3426311598588
1333418,131.22208485493,0.389903277357651
1333490,143.025200499797,0.374377161379657
1439297,270.382499865752,1.16648044003016
1566256,174.490499079199,0.722740668491008
1748723,107.927146415777,0.880482972270364
1814999,104.847510922654,0.712182727272728
1889750,177.509735919512,0.65191796034709
2161766,176.232895247296,0.796230360973703
2161826,215.179687429014,1.04752579697987
2232693,180.935166103189,0.807261654096653
2252949,141.27620566774,0.34284476805018
2297254,191.904186793736,0.747569914925736
2298964,191.7436916537,0.751013051248523
2649684,116.434474600073,0.700511789065333
2663987,144.115903226791,1.31400741935484
2665551,144.053555721707,1.34055425925926
2820034,198.497240892574,0.529580731097858
2821830,190.655789191479,0.611497886507698
2889384,152.36090798629,0.491573815789474
2889452,149.590994289309,0.5074125
2900705,151.306029406195,0.374552619061793
3232569,163.377329826811,0.379976631041655
3252173,154.318603961664,0.383893701398543
3252637,142.829321151476,0.39847021975214
3252665,143.159514177558,0.397866457200658
3252693,150.596051907481,0.377064481451023
3424530,178.950964141792,0.686001501201328
3473077,119.272930504476,0.678072884927066
3649284,144.968206013499,0.440431223776224
3730389,158.474765686341,0.375774196635528
3886082,164.085666474783,0.753829299908783
3953581,181.002956320391,0.585600751126693
4366016,138.785002993435,0.447911804083562
4570659,94.4230555310092,0.812856159340659
4570675,94.596523122346,0.826345371050698
4572307,105.03725870872,0.82957199617347
4572347,95.2673126167721,0.812311597222222
4572379,105.810871199906,0.832445143870177
4577456,102.436988123737,0.897226539980257
4650944,122.806669739057,0.700235660377359
4682628,120.48398003356,0.788056591211718
4711518,125.504952956005,0.754795680173661
4784831,201.212480430468,1.07752615711902
5336835,133.982387613883,0.364788998859099
5555562,197.153171730049,0.357576434879484
5771725,188.647120893076,0.449476445646085
5781917,200.789561005953,0.35007945534296
5781919,200.734599992285,0.349707237304269
5844986,135.180102706678,0.917629956709957
5848094,108.550988557929,0.73907858925144
5848106,115.980370893524,0.787160953791469
5860599,111.393785721915,0.932595535714286
5862611,332.191018894741,1.73916952380952
6084503,101.015412169387,0.870727400087069
6109169,111.519520902634,0.951128541666667
6109235,112.430734743391,0.935502857142857
6109247,113.545500063896,0.86048921875
6109457,114.631526683972,0.899531832061069
6109643,128.36472673371,0.927873713469391
6109717,155.206732095743,1.04142182631524
6111419,126.268962654026,0.941999849137931
6177260,239.29004815865,1.43117889596603
6186124,109.709239760761,0.882683736530173
6333706,655.299987792969,3.2762
6667827,138.676922492806,0.540419849576602
6667885,137.962737449535,0.536941942904279
6883680,314.780556332934,1.57885631868132
6884184,142.355800352115,0.771602661885678
6908699,143.291356029719,0.84775333190237
7690025,110.261730684553,0.740467637362637
7700898,121.479495571849,0.882529391243723
7843181,170.331648915514,0.617225158525059
7972667,174.427010982609,0.540660100981681
8272693,165.454237395956,0.975424219224806
8380297,134.463496456976,0.712483804347826
8444872,129.572499936587,0.656578701298701
8508050,147.064255584741,0.580039599725419
8611825,143.517701581228,0.496351870503597
8785913,305.651661394589,1.41637681532664
8922013,330.112556008924,1.46565053648069
8932036,276.91455855388,1.03241073182513
9071892,168.497901380943,0.857043560124399
9071958,161.921547881267,0.811556782481233
9090922,165.36531464762,0.644042381085067
9175254,164.817423950512,0.682182122480193
9643259,157.821991627773,0.696528
9680956,376.557469302793,1.79108702531646
9693728,162.165615826133,0.442099039874082
10247687,185.651920174418,0.664256308107478
10389524,288.594871713052,1.02207086605081
10664258,189.061579821873,0.460038797216742
11323962,225.43062861243,0.233399651162791
11574664,155.178290243163,0.656443752563
11689186,576.470656252664,2.88493222222222
11722717,173.279116043221,0.25688860737005
12058092,141.963306057838,0.97020564516129
12890609,158.542883403823,0.209934865406827
13204443,123.952428921061,0.718449581419693
13294176,108.028042840504,0.592758595238095
13571661,125.607844006384,0.464847148880105
13633173,113.023428780692,0.609148571428571
14347322,184.968059721503,0.710129363689323
14353056,185.716679284872,0.713669650637488
15096243,170.376031842549,0.663199388571334
15140491,168.851792439558,0.66580776644944
15612718,122.748662727724,0.547821766468561
15890430,263.902300150937,0.34819308037681
15903137,264.476816890757,0.360351375828155
17416738,132.240720659621,0.431714388297872
17461568,154.513584028902,0.254214759724474
17808622,185.843354647689,0.3497627087087
17819084,184.109253387992,0.34169271778702
17827558,188.719053649902,0.423628214285714
18208464,163.695668857098,0.430391265822785
18208882,160.270568110726,0.528792857142857
18211220,177.628092303098,0.669677019768318
18548456,171.392654037126,0.573763438145462
18566327,244.855169284705,1.11749818181818
18841314,146.586923884138,0.404924050632911
18841358,146.99994392395,0.405469444444444
19088319,149.318347342177,0.495466884567053
19710385,148.42722970939,0.699587012345679
20440650,239.294351911173,0.257765808441558
20815146,186.912870440833,0.533223094645081
22048111,192.590274683634,0.426595679012346
22050323,184.211061954498,0.589338541666667
22125024,148.756393160139,0.66597
22125640,227.147307887622,1.07236956747405
22144520,155.372127248727,0.596508039215686
22160728,159.555628585042,0.84095607505071
22290155,106.773721122539,0.927889406150583
22290173,119.721031972967,0.948540347648261
22337975,358.003550749885,1.77724343162394
22339187,150.375966490016,0.743413051470588
22559686,237.408698330285,0.285000188679245
22563070,479.21959963936,2.14998122270741
22848175,178.984649407994,0.387741852063425
23027050,111.551509446918,0.483391226415094
23099678,135.064705252808,0.537183610483731
23099694,134.177290720585,0.565559256287842
23099844,132.745624139074,0.573928258700401
23099862,127.290378751409,0.56437606199861
23099884,138.042534572316,0.590964123835806
23100020,122.730264607108,0.458364182318459
23100162,117.426022796258,0.550865616605617
23100180,115.775772363723,0.587397548509229
23100200,114.845131640685,0.571408530701754
23100242,129.324829479152,0.340536364570489
23100328,125.813268445376,0.391116701992369
23100338,123.855046263185,0.418955527809308
