"comid","PET","year","NPP"
90060,655.309997558594,2001,0.51615
90060,655.309997558594,2002,0.535645833333333
90060,655.309997558594,2003,0.483891666666667
90060,655.309997558594,2004,0.587425
90060,655.309997558594,2005,0.534154166666667
90060,655.309997558594,2006,0.541083333333333
90060,655.309997558594,2007,0.560391666666667
90060,655.309997558594,2008,0.554641666666667
90060,655.309997558594,2009,0.522779166666667
90060,655.309997558594,2010,0.571320833333333
90060,655.309997558594,2011,0.529854166666667
90060,655.309997558594,2012,0.544370833333333
90060,655.309997558594,2013,0.516458333333333
90060,655.309997558594,2014,0.504991666666667
90060,655.309997558594,2015,0.412104166666667
90060,655.309997558594,2016,0.4245375
90060,655.309997558594,2017,0.551416666666667
90060,655.309997558594,2018,0.477058333333333
90060,655.309997558594,2019,0.4769
90060,655.309997558594,2020,0.474654166666667
664126,175.835531969724,2001,0.266463356973995
664126,166.633901032432,2002,0.252119858156028
664126,169.721300093558,2003,0.254680141843971
664126,155.646832260962,2004,0.329213475177305
664126,152.621418369014,2005,0.299687234042553
664126,160.657777754691,2006,0.277402364066194
664126,174.135154092847,2007,0.281455319148936
664126,156.991679090135,2008,0.256173995271868
664126,153.003238939506,2009,0.306859574468085
664126,153.210543909817,2010,0.315477777777778
664126,141.163900659439,2011,0.295283687943262
664126,172.360401847966,2012,0.318355319148936
664126,158.08458693484,2013,0.272085342789598
664126,159.452032860289,2014,0.324328132387707
664126,165.278369010763,2015,0.349790307328605
664126,162.233073169176,2016,0.327839479905437
664126,153.998203106242,2017,0.308425768321513
664126,163.678108269441,2018,0.330551300236407
664126,146.328108803318,2019,0.302682978723404
664126,163.829385130682,2020,0.321595981087471
664436,174.56332484643,2001,0.305611779511704
664436,166.029969759561,2002,0.29632937326957
664436,169.629811261722,2003,0.296738006544173
664436,156.053737741197,2004,0.390412056380567
664436,154.890563765131,2005,0.359799697961237
664436,161.685643013436,2006,0.337084596023158
664436,173.305784085761,2007,0.333606292474202
664436,157.747324527075,2008,0.306200931286181
664436,153.624236012057,2009,0.363898514976089
664436,153.746891477802,2010,0.361142084067454
664436,143.211464780841,2011,0.365640573873646
664436,171.638066923351,2012,0.37352134407249
664436,158.301832485703,2013,0.326174754593505
664436,159.939348030234,2014,0.378026856279889
664436,167.091220766418,2015,0.398711250943871
664436,163.147171078117,2016,0.37882393657186
664436,156.218746424381,2017,0.378204127863075
664436,164.353654724628,2018,0.377481525295746
664436,147.443010312437,2019,0.367989781021898
664436,164.043027826439,2020,0.371654165617921
664488,176.355433393026,2001,0.333057864855839
664488,168.592156257447,2002,0.324095135255483
664488,171.969393316866,2003,0.328457887120116
664488,158.491575128767,2004,0.418386029166202
664488,157.81398303947,2005,0.39262056105978
664488,163.709467733622,2006,0.368740598909052
664488,175.854423878812,2007,0.357960325058444
664488,160.27248244215,2008,0.333796927529778
664488,156.425590515986,2009,0.394481954803517
664488,156.000265925549,2010,0.391014527440721
664488,145.348385772314,2011,0.406043337415117
664488,174.328461379606,2012,0.395072002671715
664488,160.853700293208,2013,0.354876177223647
664488,162.178481435664,2014,0.406530156963151
664488,170.20024714618,2015,0.423802927752421
664488,165.240110210277,2016,0.410660970722476
664488,158.902786302444,2017,0.413148213291772
664488,167.274793357981,2018,0.401697729043749
664488,149.400966154657,2019,0.400997228097517
664488,167.044611887001,2020,0.395862996771678
698676,152.221752057757,2001,0.602907762803235
698676,158.200851958653,2002,0.458412398921833
698676,167.746894840539,2003,0.411608463611859
698676,153.99742867606,2004,0.498288140161726
698676,171.387708909685,2005,0.333650997304583
698676,187.696425906282,2006,0.319364797843667
698676,154.05478164385,2007,0.585528733153638
698676,172.094140016294,2008,0.401473584905661
698676,162.87802173378,2009,0.37811126684636
698676,165.190754679143,2010,0.380609326145553
698676,184.955191352618,2011,0.238719892183288
698676,173.440646814722,2012,0.458816172506739
698676,160.0510186455,2013,0.378643126684636
698676,161.167892299765,2014,0.472188140161727
698676,156.781611991121,2015,0.582903989218329
698676,156.355337129577,2016,0.65029013477089
698676,167.37025898319,2017,0.608846415094341
698676,153.555460902623,2018,0.375402210242587
698676,141.601078027278,2019,0.57174884097035
698676,152.611805836145,2020,0.587568571428573
880648,138.479655865536,2001,0.618154107745091
880648,141.387700596158,2002,0.578910315436244
880648,141.392917401446,2003,0.601691375720752
880648,134.942595126736,2004,0.702814567548011
880648,141.132553937955,2005,0.624887835659752
880648,139.564347342151,2006,0.609677368276445
880648,140.864569132583,2007,0.628519693236841
880648,132.110123475948,2008,0.675840925508981
880648,132.029711284502,2009,0.69581677468076
880648,136.717729187,2010,0.709809185925825
880648,132.993257107233,2011,0.642188427383905
880648,149.690624631792,2012,0.57595977905815
880648,129.41498862691,2013,0.638611793667958
880648,128.008854798803,2014,0.673487454461996
880648,137.523564870655,2015,0.690612132204981
880648,137.073097070823,2016,0.692405846608455
880648,137.816421219551,2017,0.701531434045286
880648,131.622692705306,2018,0.621884987160893
880648,123.518331450925,2019,0.645594186090649
880648,130.422800051438,2020,0.655045034308654
880824,401.191436767578,2001,1.67280714285714
880824,400.35786655971,2002,1.68579285714286
880824,400.495009286063,2003,1.6873
